SMILES,NLL
CCO[C](c1c(C)cc(C)cc1C)N1C=CN(c2c(C)cc(C)cc2C)[C]1->[Pd+2](<-[Br-])(<-[Br-])<-n1c(C)cccc1C,24.91
CN1CC(=O)[O-]->[Zn+2]23(<-O)(<-O)<-[O-]C(=O)C(CC(=O)O)N->2CCN->3CC(O)C1O,32.35
[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[CH2-]c2ccccc2)<-N(=C(c2ccccc2)c2ccccc2Nc2ccccn->12)c1ccccc1,31.16
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Mo+2](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]2c3ccccc3Sc3ccccc32)c(C)c1,26.1
CC(C)c1cccc(C(C)C)c1[O-]->[Zn+2](<-[N-]=O)(<-n1ccccc1)<-n1cccc(Cl)c1,28.8
c1ccc(P(c2ccccc2)(c2ccccc2)->[Cu+]23<-n4ccccc4P->2(c2ccccc2)c2ccccc2P->3(c2ccccc2)c2ccccc2)cc1,20.43
Cc1ccc(P(->[Au+]<-n2c[nH]cc2C(=O)c2c(C)cc(C)cc2C)c2ccccc2C)c(C)c1,32.63
CC(C)P1(CC(C)(C)CN->[Ir+]<-1(<-[Cl-])<-P(C(C)C)(C(C)C)C(C)C)C(C)C,24.36
Cc1ccc([P-](->[Au+]<-[S-]C(=O)c2ccc(OCc3ccccc3)cc2)c2cccc3ccccc23)cc1,32.71
C=C[CH-](C1=CC=CC=C=C1C)->[Zr+4]12345678(<-c9c->1c->2[cH-]->3c->49)(<-c1c->5c->6[cH-]->7c->81)<-[N-](c1ccccc1)c1ccccc1,45.67
CC[Si-](CC)(CC)->[Pt+2](<-[I-])(<-[N-2]n1cccc1)<-n1ccccc1C1CCCC1,39.43
COP(OC)(OC)->[CrH+]12345(<-[C-]#[O+])(<-[C-]#[O+])<-c6(C)c->1(C)c->2(C)c->3(C)c->4(C)c->56C,20.15
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2[N+]#[C-]->[Ru+2]23456(<-[Cl-])(<-[S-]c7c(-c8c(C)cc(C)cc8C)cccc7-c7c(C)cc(C)cc7C)<-c7c->2c->3(C(C)C)c->4c->5c->67C)c(C)c1,23.86
CP(C)(c1ccccc1)->[RhH+2]1234(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,23.15
CC(C)(C)P1(CCn2c3ccccc3[n+]3CP(C(C)(C)C)(C(C)(C)C)->[Ni+2]<-1(<-[Br-])<-[c-]23)C(C)(C)C,26.95
CC(C)(C)c1ccc2c(c1)-c1ccccc1N=P(=O)(->[Zr+2]1345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c6(C)c->1(C)c->3(C)[c-]->4(C)c->56C)O2,35.74
CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+](<-[Cl-])<-[C]1c2ccccc2C(=O)N1c1c(C(C)C)cccc1C(C)C,22.51
Cc1cc(C)n(->[Zn+2](<-[Cl-])(<-[I-])<-S=c2[nH]c3ccccc3[nH]2)[nH]1,20.34
O=C(CCN1CCOCC1=O)[O-]->[Zr+4]12345678(<-[I-])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81,35.49
CP(C)(C)->[Rh+]12(<-[CH2-]c3ccccc3[S-]->1)<-P(C)(C)CP->2(C)C,29.67
CC[CH2-]->[Zr+4]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,21.51
CC1=C(C)[PH]2=N(c3ccccc3)->[Zn+2](<-[Cl-])(<-[Cl-])<-N3=C1C=C(C(=O)C(C)(C)C)C1(CC4CCCC(C4)C1)N3CC2(C)c1ccccc1,48.09
[CH2-][Si](C)(C)[N-]([Si](C)(C)C)->[Y+3](<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-O1CCCC[Si]1(C)C,25.67
[O+]#[C-]->[W]12(<-[C-]#[O+])(<-[C-]#[O+])(=NP->1(c1ccccc1)c1ccccc1)<-[S-]C(N(CCc1ccccc1)c1ccccc1)=[PH]->2(c1ccccc1)c1ccccc1,38.81
CC(C)O->[Co+3](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-O=S(C)C)<-O=S(C)C,23.63
Cc1cccc(C)c1N1=C([O-])Nc2ccccc2[CH]->[Ta+3]<-12(<-[Cl-])(<-[Cl-])<-[c-]1ccccc1CN->2(C)C,37.88
CC1c2ccccn2->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-O=P(c2ccccc2)(c2ccccc2)c2ccccc2)<-N=1c1ccccc1,26.97
Cc12->[Ir+3]345(<-[Cl-])(<-[Cl-])(<-[B+]([Si](C)(C)C)[Si](C)(C)C)<-c1(C)c->3(C)[c-]->4(C)c->52C,24.75
Cc1ccc2[O-]->[Ni+2]3456<-[O-]c7cccc(C)c7C=C(CCN->3=Cc3ccccn->43)N->5CCCN->6=Cc2c1,32.82
Cc1cc(C2=NC(C(C)C)CO2)c(C2(OC(C)C)N=C(C(C)(C)C)CO2)c(C2=N3->[Pt+2]4(<-[C]5N(C)C=CN5C=CN4C)<-[C]4N(CN2C=CN3C)N4C(C)C)c1C,60.44
[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12,14.31
CN1(C)CCCN2CC2[S-]->[Ru+2]<-12345(<-[C-]#Cc1ccncc1)<-c1c->2c->3[cH-]->4c->51,35.91
CCCC1C(C(C)(C)C)=C[C-]2->[Mo+2]3456(<-[C-]#[O+])(<-[N-]=O)(<-C=21)<-c1c->3c->4[cH-]->5c->61,32.6
C(c1ccccc1)=[C-]1[Nb+3][S-]->[Ni+2]<-12<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,31.99
CN1c2ccccc2N(C)[C]1->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],14.21
CC(C)c1cccc(C(C)C)c1N1C(=[Se]->[Zr+4](<-[F-])(<-[F-])(<-[F-])(<-[c-]2c(F)c(F)c(F)c(F)c2F)<-P(C)(C)c2ccccc2)C(C)(C)CC1(C)C,33.44
Cc1ccc(CN2CC(Nc3ccc(C)cc3)=N(c3ccc(C)cc3)->[Fe+2]3(<-[Br-])(<-N(=C(C(N(c4ccccc4)c4ccccc4)=N->3c3ccc(C)cc3)N(C)C)c3ccccc3)<-P(C2)(c2ccccc2)c2ccccc2)cc1,49.36
CC(=O)c1cccc(Nc2c(C(C)(C)C)cccc2C(C)(C)C)c1N->[Ag+]<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C,26.66
[CH2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-P(CP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,24.56
c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[Cu+]<-23<-P(CP->3(c2ccccc2)c2nccs2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,26.59
CN1C=CN(c2c(Cl)cccc(=O)c2C(F)(F)F)[C]1->[Rh+](<-[SH-])(<-[C-]#[O+])<-[C-]#[O+],38.88
CC1=CC2CC(CC3CC23[C]->[Rh+3]2(<-[Cl-])(<-[Cl-])(CCN3CCN->2CC3)<-N(=C2c3cccc4cccc(c34)N2c2ccccc2)c2ccccc2)C(C)=C1,60.27
CC1N(=O)->[Co+]<-1234<-C1=C->2CCC->3=C->4CC1,20.03
CC(C)(C)CN1=C2[O-]->[Cd+2]<-13(<-O)(<-[O-]C(=O)c1cccnn->31)<-n1ccccc12,37.25
[Cl-]->[Nb+7](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-],14.33
[Cl-]->[Pt+2]1(<-[Cl-])<-P2(c3ccccc3)CCC3(OP->1(c1ccccc1)c1ccccc1)OCC3C2,29.97
CC1=C(C)N(C(C)C)[C](->[Os+2](<-[Cl-])(<-[C-]#[O+])(<-[C]2N(C)C(C#N)=C(C#N)N2C)(<-[c-]2c(C)cc(C)cc2C)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)N1C(C)C,40.93
CP1(C)CCP(C)(C)->[W+2]<-12(<-[CH3-])(<-[I-])(<-[N-]=O)<-P(C)(C)CCP->2(C)C,27.6
CCCCP(CCCC)(CCCC)->[Sc+3]12(<-[OH-])<-[O-]C=C[N-]->1C(C)(C)C(=O)[O-]->2,40.97
NC(=O)c1cccn(->[Zn+2](<-O)(<-O)(<-O)(<-[O-]C(=O)c2ccc(Cl)cc2O)<-[O-]C(=O)c2c(Cl)cccc2Cl)c1,31.72
N#[C-]->[Pt+2]1(<-[C-]#N)<-[c-]2ccsc2-c2ccccn->12,20.2
O=C1CN23<-S=C4CCCCC4=C[N-](Cc4ccccc42)->[Mo+6]<-3(<-[O-2])(<-[O-2])<-[S-]1,34.1
CN(C)C=O->[Zn+6]12(<-[O-]c3ccc(Br)cc3C=N->1N=C(Nc1ccc(Br)cc1)[S-]->2)<-S=c1oc2ccccc2s1,35.62
CC(c1ccccc1)c12->[Cr]3456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->3c->4c->51[Si](c1ccccc1)(c1ccccc1)c1ccccc1)c->62,25.28
C[CH2-]->[Au+]<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C,15.6
CN1(C)CCN23CCN->[Ni+2]<-1<-24(<-[O-]CC3)<-[O-]N->4(C)C,19.02
CO[C]1N(C)C(C)=c2cccc(N(C)C)c2=[CH-]->[Pt+2]<-1(<-[Cl-])<-[Cl-],36.18
CC(C)P1(c2ccccc2[C-]2(C)c3ccccc3P(C(C)C)(C(C)C)->[Rh+]<-2<-1(<-b1ccco1)<-P(C)(C)C)C(C)C,28.29
CC(C)(C)N(Cc1ccccc1)CP1(Cc2cccc[c-]2->[Ni+2]<-12<-[S-]CN->2(C)C)c1ccccc1,35.5
[O-2]->[Mn+7]123(<-[I-])<-NCCCN->1(CCN->2)CCN->3,26.84
CC1=N[N-]2C=C[O-]->[Zn+2]<-234(<-N(=Cc2ccccn->32)NC=C2C#CCCC2)<-n2c(Cn3c(C)cc(C)n->43)cccc21,45.26
CN(CCO)c1ccc(C=Cc2ccn(->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)(<-n3ccc(C=Cc4ccccc4)cc3)<-n3ccc(C=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cc2)cc1,20.8
[Cl-]->[Zr+4]123(<-[Cl-])(<-[Cl-])<-NCC[N-]->1CCCN->2=Cc1ccccc1[O-]->3,27.18
CC1(C)CCC(C)(C)N2(C)->[Co+3]34(<-[Br-])(CC(ON->35CCCC5)=O->4)<-N1CC2,36.85
CC(=Nc1c(C)cccc1C)N=N(c1ccccc1)->[Pd+4](<-[Br-])(<-[Br-])<-N(=C=Nc1c(C)cccc1C)c1c(C)cccc1C,32.44
CCn1n[n+](C)c2-c3ncccn3->[Cd+2]34(<-S=C(N=c5[nH]cn[n-]->35)NC)(<-S=C(c3ccccc3)c3cnc(=O)n(C)c(=O)n->43)<-n21,51.11
CC1C=C(C(C)C)[N-](c2cc(C)cc(C)c2)->[Zn+2](<-[I-])<-N=1C(C)c1ccc2ccccc2c1,31.83
COP(OC)(OC)->[FeH+]12345(<-S=C(SC)P->1(c1ccccc1)c1ccccc1)<-c1c->2c->3[cH-]->4c->51,27.81
CC(c1cccc2ccccc12)=N1c2ccccn2->[Cu+]<-123<-n1ccccc1C(=C(c1ccccn->21)c1[nH]c2ccccc2n->31)c1ccccc1,37.78
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=O,20.37
COC1(C)C2(C)OC[B-]34OC5(COC(C)(C)C)OC6(C)B[BH-]7OC8(C)CC(C)(OC(C)(O8)OC(C)(O3)[BH-]7C(C)(C6)O[Si]1(C)O2)C(C(C)(C)C)(O4)O5,66.77
CN1(C)CN2(C)c3ccccc3-c3ccccc3N->[Ni]<-1<-2<-N,37.9
CNC1=S->[Mo+6]23(<-[O-2])(<-[O-2])(<-O=c4n(C)ccn4[O-]->2)<-[O-]C=3N1N,41.01
CC1=CC(C)=N2c3ccccc3N3C4S(=O)(=O)[O-]->[Ni+6]<-25(<-[O-]1)(C3=CC=CC=4)<-N(=Cc1ccccn->51)c1ccccc1,41.57
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Pt+2](<-[Cl-])(<-[Cl-])<-[Cl-])c(C)c1,14.99
[I-]->[Fe+2]1234<-C5=C->1C(CC->21<-C(CC[C-]->3(c2ccccc2)c2ccccc2)(c2ccccc2)=C->41c1ccccc1)(c1cccnc1)c1ccccc15,57.32
[O-]N([O-])c1ccc2-c3ccccn3->[Pt](<-[c-]2c1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,25.72
CCP(CC)(CC)->[Pt+2](<-[I-])(<-P(CC)(CC)CC)<-[As](CC)(CC)CC,20.52
Cc12->[Zr+4]3456789(<-[CH3-])(<-[F-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8([Si](C)(C)C)c->91C,21.01
CC(C)(C)c1cccc2CP(c3ccccc3)(c3ccccc3)->[Rh+]3(<-[O-]c21)<-[C]1C2=CC=C[C]->3N(c3ccccc3)[C]N21,38.34
Cc1cc(C)c(P2(CC[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)->[Mo]<-2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c2ccccc2C)c(C)c1,21.26
CC(=O)[O-]->[Pd+2]1(<-n2ccccc2Nc2ccccn->12)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,23.32
CCOc12->[Ru+2]345(<-[Cl-])(<-c1c->31[c-]->4(c->52)CCC1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,30.51
Cc1cn(-c2ccc([CH-]SC(C)(C)C)nn2)nn1,31.5
c1ccc(C2(c3ccccc3)CCN3->[Rh+]456(<-C7=C->4CCC->5=C->6CC7)<-[P+](c4ccccc4)(c4ccccc4)c4ccccc4P2C=3c2ccncc2)cc1,37.92
[O+]#[C-]->[RuH+](<-N#S[O-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,24.45
[O-2]->[Ti+4]1(<-[O-]c2c(-c3ccccc3)cccc2-c2ccccc2)(<-[O-]c2c(-c3ccccc3)ccc(-c3ccccc3)c2-c2ccccc2)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,28.94
CC(C)(C)C1P2(COc3ccccc3[SiH2]->[PdH+]<-2<-P1(C(C)(C)C)C(C)(C)C)C(C)(C)C,33.18
c1ccc(P2(c3ccccc3)c3ccccc3-c3ccccn3->[Cu+]<-23<-n2cccc4ccc5cccn->3c5c42)cc1,23.1
CN1c2cccc3C(=O)[N-](c4ccc(N)cc4)->[Fe+2]4(<-[Cl-])(<-N(C(=O)c5ccncc5)=C(N)[N-]->4C)(<-n32)<-N1C1CCCCC1,42.8
CCP(CC)(CC)->[Pt+2](<-[O-]c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C)(<-[O-]c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C)<-[S-]c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,24.46
CN1c2ccccc2[CH-]2->[Hf+4]34(<-N1=C2c1ccc2ccccc2n->31)(<-N(=c1cccc[n-]->41)[Si](C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C,39.39
CC(C)(C)c1ccc([S-]->[Mo+4](<-[CH]c2c(C(C)(C)C)cc(C(C)(C)C)cc2C(C)(C)C)(<-[S-]c2c(C(C)(C)C)cc(C(C)(C)C)cc2C(C)(C)C)<-[c-]2c(C(C)(C)C)cc(C(C)(C)C)cc2C(C)(C)C)cc1,30.42
C[Si](C)(C)[CH]->[Mo+4](<-[CH2-]c1ccccc1)(<-[CH2-][Si](C)(C)C)(<-O1CCCC1)<-O1CCCC1,23.0
N#C[N-]1C(=O)c2ccccc2N2=Cc3ccccn3->[Zn+2]<-2<-13(<-[N-2][N+]#N)<-n1cccc2ccc4cccn->3c4c21,28.17
Cc1ccc([N-](c2ccc(C)cc2)->[Cr+2]2(<-[I-])<-P(c3ccc(C)cc3)(c3cccc(C)c3)c3ccc(C)cc3P->2(c2ccc(C)cc2)c2cccc(C)c2)cc1,41.04
Cn1ccn(->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)(<-n2ccc(CBr)cc2)(<-n2cc(Br)cc(Br)c2)<-n2cccc(CBr)c2)c1,33.1
CCCCn1cn(->[Au+3](<-[Cl-])(<-[Cl-])<-[Cl-])c2ccccc21,19.15
O=C1c2ccc3ccccc3n2->[Fe+2]23(<-Nc4ccccc4-c4nc(-c5ccccc5)c(-c5ccccc5)nn->24)(<-[S-]c2ccccc2[N-]->3C(=O)c2ccc3ccccc3c2)<-n2c1ccc1ccccc12,50.63
C=Cc1ccn(->[Pd+2](<-[Cl-])(<-[Cl-])<-n2cccc(C(N)=O)c2)cc1,19.17
[Cl-]->[Pd+2]1(<-[Cl-])<-n2cccnc2-c2ncccn->12,17.77
COc1ccc(-n2ccn(->[Au+]<-n3ccccc3)c2)cc1,19.1
CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Ni+2](<-[CH2-]C(C)(C)C)(<-[N-]1c1c(C(C)C)cccc1C(C)C)<-P(C)(C)C,21.0
C1=CC=C2C(=N3->[Ni+2]45<-N(=C6CC7CCCC=C7C6CCC[N-]->4CCC3)CCC[N-]->52)C=C1,27.6
[I-]->[Pt+2]1(<-NCC[N-]->1c1ccccn1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,26.19
c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[Rh+]<-2345<-C2=C->3C3c6ccccc6C2C->4=C->53)c2ccccc2)cc1,18.6
COc1cc2C=N(C(C)=Nc3c(C(C)C)cccc3C(C)C)->[Ni+2]34(<-O=C(C)[O-]->3)(C(c2cc1OC)=N->4c1c(C(C)C)cccc1C(C)C)<-[n-]1c(C(C)C)cc(N)c1-c1c(C)cc(C)cc1C,60.1
[O+]#[C-]->[Mo]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(CCP->1(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1,15.49
[I-]->[Ni+2]12<-P(CCP->1(c1ccccc1)c1ccccc1)(CP->2(c1ccccc1)c1ccccc1)c1ccccc1,22.96
Cc1ccc2cc(CN(C)(C)->[Ir+3]3456(<-[I-])(<-[I-])<-c7(C)c->3(C)c->4(C)[c-]->5(C)c->67C)ccc2c1,27.99
C[Si](C)(C)[CH2-]->[W+6](<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[N-]1c2cccc3c2C[Si]3(c2ccccc2)C[Si]1(C)C,35.72
CC1=O->[Ru+4]234(<-[O-]1)<-[S-]CC(=O)[B-](CCCn1cnc(C(C)(C)C)n->21)(n1c(C)cc(C)n->31)n1c(C)cc(C)n->41,42.69
[Cl-]->[Pt+2](<-[Cl-])(<-[I-])<-P12CN3CN(CN(C3)C1)C2,16.41
Cc12->[Ru+2]3456(<-[Cl-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-P(CCP->6(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,17.01
CC(=O)[O-]->[Zn+2]123(<-[O-]C(C)=O)<-N4CCC(C)N->1CCN->2C(C)(C)CC(C)N->3CC4,21.66
CC1C=N2NC(N)=O->[Ni+2]<-23(<-[S-]C(N)=NN->3=Cc2c(O)ccc3c2OCC3)(<-N(=O)[O-])<-N2C=1OCC2(C)C,45.27
[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2cnccn->12,17.92
COc1ccc2c(c1)oc(=O)[n-]2->[Ti+4](<-[Cl-])(<-[Cl-])<-[N-]([Si](C)(C)C)[Si](C)(C)C,21.79
CC(C)(C)c1cc(-c2ccc(C(C)(C)C)c3c2[N-]3->[Au+3](<-[Cl-])(<-[Cl-])<-p2n(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)cc[n+]2CC2CCCCC2)cc(C(C)(C)C)c1,38.23
CC(C)(C)c12->[Ti+4]345(<-[CH3-])(<-[CH2-]c6ccccc6)(<-[CH2-]c6ccccc6)<-c(c->3[cH-]->41)c->52,26.11
CC(C)(C)N1C=CN2CCN3C=CN(C(C)(C)C)[C]3->[Ru+2](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]21,25.11
CCOC(=O)CC1=C->[Fe]<-123(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[CH2-]C->2=C->3C(=O)OC,29.59
CC(=O)[NH-]->[Zn+2](<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C)<-[N-]1c2ccccc2C=Cc2ccc(C(C)C)cc21,35.41
c1ccc(P23OCCP(c4ccccc4)(c4ccccc4)->[Pt]<-2(<-c2ccccc2O3)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,30.14
CC(C)c1cccc(C(C)C)c1N1C(=C2C=[C-](->[Pd+2]3(<-[I-])<-[O-]C(=CC(=N->3c3c(C(C)C)cccc3C(C)C)C(F)(F)F)C(C)(C)C)C=CC=C2c2c(F)cccc2F)c2ccccc2-c2ccccc21,51.47
c1ccc(P2(c3ccccc3)c3ccccc3[S-]->[Pd+2]<-23<-p2c(P->3(c3ccccc3)c3ccccc3)ccc3ccccc32)cc1,28.05
[F-]->[Ru+4](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,24.51
Cc1ccccn1->[Pt+2](<-[Cl-])(<-[Cl-])<-n1ccccc1C,16.0
CCOC1=C(C(OC)OC)C(OC)=CC(=C2OC(C)(C)C(C)(C)O2)c23->[Ru+2]4567(<-[CH3-])(<-[I-])<-c(c->42)c->5(C(C)C)c->6c->731,52.51
[Br-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,12.42
CC=P(CC)->[Ni+2]12<-[c-]3c(CP->1(C(C)(C)C)C(C)(C)C)cccc3CP->2(C(C)(C)C)C(C)(C)C,31.49
Cc1cc(C)c(C(=C2NC(c3ccccc3)CO2)[N-](c2c(C)cc(C)cc2C)->[Ti+4]2345<-[N-]6C(=CN->2P->3([O-])[C+]->4(c2ccccc2)[N-]->5c2c(C)c(C)c(C)c(C)c2C)C=C[CH-][C-]6C)c(C)c1,76.13
CC(C)(C)CN1C=NN2=Cc3ccccc3[O-]->[V+5]<-2(<-[O-2])(<-[O-2])<-[O-]1,27.14
N#Cc1ccc(C([Se-]->[Pd+2](<-[I-])<-[I-])(c2ccc(Cl)cc2)c2ccc(C(F)(F)F)cc2)cc1,30.61
CC(Nc1ccccc1)=N1N=C([O-]->C2CCCC[N-]2->[Ru+2]<-123456(<-[Cl-])<-c1c->2c->3(C(C)C)c->4c->5c->61C)c1ccccc1,31.97
CN1N=[N+](Cc2ccc(C(=O)[O-])cc2)n2c(ccn2->[Si](CS)(c2ccc(C(=O)O)cc2)C(O)(c2ccccc2)c2ccccc2)C=C1S(=O)(=O)[O-],58.47
CC(C)P1(C[S-]->[Ru+2]<-12(<-[C-]#[O+])<-[Se-]Cc1ccccc1P->2(C(C)C)C(C)C)C(C)C,33.41
CC(C)[O-]->[Ti+4]123(<-[O-]C(C)C)<-n4ccccc4COCN->1(CC(=O)[N-]->2CCc1ccccc1)Cc1ccccn->31,40.75
Cc1cccc2C(=O->[Zn+2](<-[Cl-])(<-[Cl-])(<-n3ccccc3)<-n12)C(C)(C)C,28.01
CN1(C)CCN2c3ccc(F)c[c-]3->[Pt+2]<-1(<-[Br-])<-[C]2c1ccccc1,27.57
CC[Si]1(CC)CCP(CC)(CC)->[Pt+2]<-12<-[O-]CCC[As](CC)(CC)C->2=O,36.47
Cc1cc(C)cc([Se-]->[Fe+2]2(<-[Br-])<-P(CC[PH]->2(C2CCCCC2)(C2CCCCC2)C2CCCCC2)(C2CCCCC2)C2CCCCC2)c1,29.91
CC1c2ccccn2->[Ir+3]23(<-Nc4ccccc4[O-]->2)(<-N=1c1c(C)cccc1C)<-N(C)(C)CCN->3(C)C,36.14
CC1=O->[Ir+3]2345(<-[N-]1c1ccc(N([O-])[O-])cc1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,26.68
CC(C)=NNC(Nc1ccccc1-n1c(C)ccc1C)=N(c1c(C)cccc1C)->[Hg+2](<-[I-])<-[I-],39.74
CP(C)(C)->[ReH2+](<-N#N)(<-[CH-](Cl)Cl)(<-P(C)(C)C)<-P12CN3CN(CN(C3)C1)C2,35.58
O=[N+]([O-])[O-]->[Ni+6]12(<-O)(<-[O-]N([O-])[O-]->1)(<-[O-][N+](=O)[O-]->2)<-n1ccc(-c2cn3nccc3c(-c3c(F)c(F)c(F)c(F)c3F)n2)cc1,54.89
Cc12->[Mn+]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c1(C)c->3(C)[c-]->4(C)c->52C,13.32
CCOc1ccccc1[PH]1(=C->[Rh+]<-123<-[c-]1ccccc1C1=N->2C(CC(C)C)N1c1cccc[c-]->31)c1ccccc1C,47.4
Cc12->[Ru+2]3456(<-S=C(C(=CC(=O)c7ccccc7)P->3(c3ccccc3)c3ccccc3)c3ccccc3)(<-c1(C)c->4(C)[c-]->5(C)c->62C)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,29.98
c1ccc([PH](N=c2nccc[n-]2->[Rh+3]234(<-n5ccccc5-c5sc6ccccc6n->25)<-n2cccn2[BH-](n2cccn->32)n2cccn->42)(c2ccccc2)c2ccccc2)cc1,37.68
Cc12->[Zr+4]3456789(<-[Cl-])(<-[I-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C,20.85
[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-S=C(C(=S->1)c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,20.86
CC(C)(C)N1C=CN(C(C)(C)C)[C]1->[Au+]<-[Cl-],12.6
O=C([O-]->[Zn+2](<-[O-]C(=O)c1ccccc1O)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1)[S-]Cc1cccc(-c2ccccc2)n1,34.37
CC(C)(C)C1=CP(C(C)(C)C)(C(C)(C)C)->[CoH+2]23(<-C=C->2[CH2-]->3)<-[O-]1,28.4
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Pd+2](<-[Br-])(<-[I-])<-[I-])c(C)c1,16.63
Cc1ccn(->[W+4]234(CCOC(=S->2)[S-]->3)(<-[N-]=O)<-S=c2cc(C)cc(C)[n-]->42)cc1,35.21
